,CUSTOMER_LATITUDE,CUSTOMER_LONGITUDE,CUSTOMER_TIME_WINDOW_FROM_MIN,CUSTOMER_TIME_WINDOW_TO_MIN,CUSTOMER_DELIVERY_SERVICE_TIME_MIN,TOTAL_WEIGHT_KG,a,b,d
92,43.33623,17.77225,481.0,961.0,8.42,6.321,481.0,961.0,8.42
93,43.43655088,17.85878056,481.0,961.0,8.59,4.342485,481.0,961.0,8.59
94,43.43229706,17.86367291,481.0,961.0,8.66,6.872733,481.0,961.0,8.66
95,43.15725,17.90999,481.0,961.0,8.59,17.3922,481.0,961.0,8.59
96,43.71374,17.23062,481.0,961.0,9.03,37.8,481.0,961.0,9.03
97,43.08566,17.95966,481.0,961.0,15.03,33.9842475,481.0,961.0,15.03
98,43.65449616,17.75906139,481.0,961.0,7.86,2.10987,481.0,961.0,7.86
99,43.713521,17.231064,481.0,961.0,31.56,333.805,481.0,961.0,31.56
100,43.048462,17.665945,481.0,961.0,10.66,38.325,481.0,961.0,10.66
101,43.35162,17.68789,481.0,961.0,9.87,35.991,481.0,961.0,9.87
102,43.37804,17.56356,481.0,961.0,14.25,61.329,481.0,961.0,14.25
103,43.37121,17.84742,481.0,961.0,9.63,6.685,481.0,961.0,9.63
104,42.87255,18.43057,481.0,961.0,11.69,54.676,481.0,961.0,11.69
105,43.37543008,17.58881086,481.0,961.0,7.82,3.228,481.0,961.0,7.82
106,43.34296,17.81269,480.0,840.0,11.5,92.635,480.0,840.0,11.5
107,43.35237344,17.47782641,481.0,961.0,7.92,11.55,481.0,961.0,7.92
108,43.3726,17.84617,481.0,961.0,8.64,4.725,481.0,961.0,8.64
109,42.70181,18.34876,481.0,961.0,15.0,15.669,481.0,961.0,15.0
110,43.34289,17.80943,481.0,961.0,8.14,7.3899,481.0,961.0,8.14
111,43.22875863,17.69760633,481.0,961.0,8.17,7.522,481.0,961.0,8.17
112,43.22796126,17.69842172,481.0,961.0,11.38,12.025,481.0,961.0,11.38
113,43.66250651,17.75966221,481.0,961.0,7.79,1.858,481.0,961.0,7.79
114,43.348935,17.804925,480.0,900.0,28.45,117.155,480.0,900.0,28.45
115,43.84171,17.17332,481.0,961.0,7.87,5.439,481.0,961.0,7.87
116,43.25605,18.11699,481.0,961.0,12.0,9.5235,481.0,961.0,12.0
117,42.87295,18.42446,481.0,961.0,8.91,13.986,481.0,961.0,8.91
118,43.20729,17.66857,480.0,900.0,12.27,22.518,480.0,900.0,12.27
119,42.71305,18.33933,481.0,961.0,20.0,392.591,481.0,961.0,20.0
120,43.39054161,17.48520785,481.0,961.0,7.93,10.08,481.0,961.0,7.93
121,43.26075425,17.69947314,480.0,900.0,11.96,21.241,480.0,900.0,11.96
122,43.65997622,17.76313835,481.0,961.0,16.5,159.733,481.0,961.0,16.5
123,43.72753544,17.27353865,481.0,961.0,10.8,42.986,481.0,961.0,10.8
124,43.72081319,17.22471171,481.0,961.0,12.66,84.347,481.0,961.0,12.66
125,43.27371,17.83456,481.0,961.0,15.0,10.185,481.0,961.0,15.0
126,43.36129334,17.80366115,481.0,961.0,8.87,4.888317,481.0,961.0,8.87
127,43.12315,17.86405,481.0,961.0,9.9,11.88159,481.0,961.0,9.9
128,43.3987235,17.34308833,481.0,961.0,15.82,40.295535,481.0,961.0,15.82
129,43.35986235,17.32323462,481.0,961.0,14.97,30.176223,481.0,961.0,14.97
130,42.7104,18.3512,481.0,961.0,10.0,0.733,481.0,961.0,10.0
131,42.92911629,17.60121876,481.0,961.0,8.54,3.8178,481.0,961.0,8.54
132,42.91088,17.63009,481.0,961.0,11.27,42.126,481.0,961.0,11.27
133,43.08876243,17.71949315,481.0,961.0,11.27,27.956166,481.0,961.0,11.27
134,43.38879362,17.37056621,481.0,961.0,8.03,1.9215,481.0,961.0,8.03
135,43.46991226,17.3333838,481.0,961.0,9.19,6.859629,481.0,961.0,9.19
136,43.22722642,17.70582462,481.0,961.0,10.15,13.0,481.0,961.0,10.15
137,43.24165581,17.70664001,481.0,961.0,13.5,9.0657,481.0,961.0,13.5
138,43.10904,17.70146,481.0,961.0,11.57,25.581234,481.0,961.0,11.57
139,44.04974258,17.45038205,481.0,961.0,8.28,1.53006,481.0,961.0,8.28
140,43.32651,17.82499,481.0,961.0,8.08,3.483,481.0,961.0,8.08
141,44.06022889,17.44697028,481.0,961.0,7.85,2.693,481.0,961.0,7.85
142,43.71619,17.2317,480.0,900.0,15.27,32.848,480.0,900.0,15.27
143,43.18142998,17.51678252,481.0,961.0,20.0,47.048,481.0,961.0,20.0
144,44.05943,17.4496,481.0,961.0,9.4,7.365,481.0,961.0,9.4
145,44.07059,17.44892,481.0,961.0,9.22,12.937785,481.0,961.0,9.22
146,43.31375817,17.83000179,481.0,961.0,12.0,2.515,481.0,961.0,12.0
147,43.34691846,17.81345256,481.0,961.0,9.31,10.164,481.0,961.0,9.31
148,43.31353178,17.82928296,481.0,961.0,10.08,22.774,481.0,961.0,10.08
149,43.65430986,17.75944763,481.0,961.0,10.55,15.51,481.0,961.0,10.55
150,42.87354,18.42531,480.0,900.0,24.29,155.464,480.0,900.0,24.29
151,43.25821,18.11214,480.0,900.0,21.82,78.991,480.0,900.0,21.82
152,42.95202,18.08555,480.0,900.0,20.0,43.98,480.0,900.0,20.0
153,43.16741,18.52947,480.0,900.0,22.48,175.544,480.0,900.0,22.48
154,43.05872263,17.7067473,481.0,961.0,11.94,28.4072145,481.0,961.0,11.94
155,43.36458,17.82233,480.0,900.0,95.85,1358.801,480.0,900.0,95.85
156,43.36399256,17.42213303,481.0,961.0,8.77,0.93345,481.0,961.0,8.77
157,43.33819,17.80834,481.0,961.0,8.54,30.87,481.0,961.0,8.54
158,43.41305,17.87588,480.0,900.0,19.94,64.318,480.0,900.0,19.94
159,43.34181,17.81323,780.0,900.0,18.9,63.451,780.0,900.0,18.9
160,43.34414,17.80873,480.0,900.0,16.88,40.895,480.0,900.0,16.88
161,43.32767302,17.82233471,480.0,900.0,15.0,7.929,480.0,900.0,15.0
162,43.25759807,17.89494479,480.0,900.0,20.0,34.645,480.0,900.0,20.0
163,43.33069,17.81663,480.0,900.0,11.15,18.803,480.0,900.0,11.15
164,43.33943,17.81424,780.0,900.0,14.47,30.309,780.0,900.0,14.47
165,43.17147785,17.4806478,481.0,961.0,35.0,211.879,481.0,961.0,35.0
166,43.70766,17.23005,481.0,961.0,8.07,2.32,481.0,961.0,8.07
167,43.8225,16.99941,481.0,961.0,7.93,5.1156,481.0,961.0,7.93
168,43.71342,17.23878,481.0,961.0,8.29,7.9128,481.0,961.0,8.29
169,43.135963,17.776839,480.0,900.0,11.36,17.553,480.0,900.0,11.36
170,43.34727,17.79989,481.0,961.0,8.13,5.075616,481.0,961.0,8.13
171,43.27848,17.60089,481.0,961.0,8.38,24.675,481.0,961.0,8.38
172,43.11064,17.699565,481.0,961.0,17.0,4.662,481.0,961.0,17.0
173,43.34449,17.80252,481.0,961.0,10.8,2.059,481.0,961.0,10.8
174,43.10545702,17.69812131,481.0,961.0,8.71,5.991888,481.0,961.0,8.71
175,42.87583,18.42721,481.0,961.0,9.24,15.300054,481.0,961.0,9.24
176,43.25776,17.6799,481.0,961.0,11.15,14.377629,481.0,961.0,11.15
177,43.36692,17.42341,481.0,961.0,8.8,42.42,481.0,961.0,8.8
178,43.34756,17.79552,481.0,961.0,7.92,10.5,481.0,961.0,7.92
179,44.05173,17.43951,481.0,961.0,10.27,118.02,481.0,961.0,10.27
180,44.05306,17.44433,481.0,961.0,9.84,90.93,481.0,961.0,9.84
181,43.47312,17.29732,481.0,961.0,8.08,17.304,481.0,961.0,8.08
182,43.4646396,17.34455414,481.0,961.0,15.69,14.9170665,481.0,961.0,15.69
183,42.71031,18.35066,481.0,961.0,11.96,11.545,481.0,961.0,11.96
184,42.87185,18.43088,481.0,961.0,8.97,87.78,481.0,961.0,8.97
185,44.07124,17.44981,481.0,961.0,8.48,32.123,481.0,961.0,8.48
186,43.19723114,17.66911054,481.0,961.0,10.24,15.228,481.0,961.0,10.24
187,43.34938,17.80456,480.0,840.0,62.23,604.972,480.0,840.0,62.23
188,43.19142743,17.49985242,480.0,900.0,15.0,11.773,480.0,900.0,15.0
189,44.05348,17.44787,480.0,840.0,12.52,83.656,480.0,840.0,12.52
190,42.88076,18.42669,481.0,961.0,11.0,22.918791,481.0,961.0,11.0
191,43.60664,17.27103,481.0,961.0,11.72,35.4524625,481.0,961.0,11.72
192,43.26342,17.87914,481.0,961.0,23.44,175.067,481.0,961.0,23.44
193,43.3784,17.40724,481.0,961.0,8.4,34.608,481.0,961.0,8.4
194,43.46798,17.33015,481.0,961.0,13.26,11.4282,481.0,961.0,13.26
195,43.38041,17.57933,481.0,961.0,8.58,3.426,481.0,961.0,8.58
196,43.47374,17.32633,481.0,961.0,9.41,53.235,481.0,961.0,9.41
197,43.87597,16.7711,481.0,961.0,8.63,4.534,481.0,961.0,8.63
198,43.36661,17.63372,481.0,961.0,9.74,118.125,481.0,961.0,9.74
199,42.92503,17.62314,481.0,961.0,12.58,169.68,481.0,961.0,12.58
200,43.24214,17.4751,481.0,961.0,40.0,291.805,481.0,961.0,40.0
201,43.38627,17.59284,481.0,961.0,10.4,6.203,481.0,961.0,10.4
202,43.71295,17.23745,481.0,961.0,9.6,56.871,481.0,961.0,9.6
203,43.72417,17.22388,481.0,961.0,9.9,6.67065,481.0,961.0,9.9
204,43.34959,17.80376,480.0,900.0,8.14,20.412,480.0,900.0,8.14
205,43.42178,17.27912,481.0,961.0,33.32,395.475,481.0,961.0,33.32
206,43.41585,17.29739,481.0,961.0,10.13,16.678578,481.0,961.0,10.13
207,43.41941,17.2833,481.0,961.0,10.5,1.85787,481.0,961.0,10.5
208,43.25554,18.12072,481.0,961.0,11.37,154.35,481.0,961.0,11.37
209,43.25686,18.11159,481.0,961.0,10.14,118.335,481.0,961.0,10.14
210,43.22274,17.69134,480.0,900.0,17.01,79.221,480.0,900.0,17.01
211,43.46984,17.32242,481.0,961.0,10.54,87.056,481.0,961.0,10.54
212,43.20853,17.67161,481.0,961.0,9.88,76.44,481.0,961.0,9.88
213,43.61551,16.99988,481.0,961.0,11.35,21.488,481.0,961.0,11.35
214,43.16738,18.52954,481.0,961.0,9.03,1.442,481.0,961.0,9.03
215,43.5422,17.41008,481.0,961.0,22.83,69.078,481.0,961.0,22.83
216,43.71954,17.22775,481.0,961.0,8.06,21.945,481.0,961.0,8.06
217,43.35868,17.81705,481.0,961.0,11.58,12.497457,481.0,961.0,11.58
218,43.37811,17.55401,481.0,961.0,8.32,3.255,481.0,961.0,8.32
219,43.46364,17.32984,481.0,961.0,20.17,140.589,481.0,961.0,20.17
220,43.0766,17.94806,481.0,961.0,8.21,32.76,481.0,961.0,8.21
221,43.35578,17.81342,481.0,961.0,11.74,65.1,481.0,961.0,11.74
222,43.35459,17.79902,480.0,900.0,11.08,109.573,480.0,900.0,11.08
223,43.34902,17.80454,481.0,961.0,10.77,139.02,481.0,961.0,10.77
224,44.05159,17.44171,480.0,840.0,11.8,21.754,480.0,840.0,11.8
225,44.03967,17.45419,481.0,961.0,22.39,319.2,481.0,961.0,22.39
226,43.37182,17.41506,480.0,720.0,7.91,8.652,480.0,720.0,7.91
227,43.39097,17.48361,481.0,961.0,8.03,2.982,481.0,961.0,8.03
228,43.2072,17.64629,480.0,900.0,9.65,64.26,480.0,900.0,9.65
229,43.190612,17.686242,481.0,961.0,7.75,0.0,481.0,961.0,7.75
230,43.08996,17.69774,481.0,961.0,9.1,12.92214,481.0,961.0,9.1
231,42.87176,18.43113,481.0,961.0,9.17,45.0555,481.0,961.0,9.17
232,43.381855,17.591581,481.0,961.0,7.75,0.0,481.0,961.0,7.75
233,43.71657,17.23185,481.0,961.0,8.22,5.957,481.0,961.0,8.22
234,43.35185,17.80429,481.0,961.0,10.0,30.114,481.0,961.0,10.0
235,43.18459,17.68755,481.0,961.0,9.55,33.4971,481.0,961.0,9.55
236,43.82382,17.00488,481.0,961.0,11.36,6.07215,481.0,961.0,11.36
237,43.20407,17.66806,481.0,961.0,8.08,17.304,481.0,961.0,8.08
238,43.72387,17.22431,481.0,961.0,8.02,0.867,481.0,961.0,8.02
239,43.7088,17.23035,481.0,961.0,7.83,5.46,481.0,961.0,7.83
240,42.92786,17.61515,481.0,961.0,8.64,43.26,481.0,961.0,8.64
241,43.08159,17.96176,481.0,961.0,8.64,43.26,481.0,961.0,8.64
242,43.08198,17.95363,481.0,961.0,8.78,37.45875,481.0,961.0,8.78
243,43.10786,17.71438,481.0,961.0,8.77,15.301,481.0,961.0,8.77
244,43.68816,17.07979,481.0,961.0,12.75,29.25153,481.0,961.0,12.75
245,43.33841,17.79242,481.0,961.0,8.24,25.956,481.0,961.0,8.24
246,43.18853,17.64911,481.0,961.0,8.33,17.304,481.0,961.0,8.33
247,43.38239,17.59165,481.0,961.0,8.26,0.667,481.0,961.0,8.26
248,43.349088,17.8124599,481.0,961.0,8.59,2.633,481.0,961.0,8.59
249,43.34059,17.80684,481.0,961.0,8.46,22.281,481.0,961.0,8.46
250,43.26047,17.88067,481.0,961.0,26.0,52.404,481.0,961.0,26.0
251,43.8232,17.00582,480.0,840.0,12.16,38.910816,480.0,840.0,12.16
252,43.37947,17.58648,481.0,961.0,9.81,84.84,481.0,961.0,9.81
253,43.34625,17.80035,481.0,961.0,8.04,0.97776,481.0,961.0,8.04
254,43.34895,17.80541,481.0,961.0,8.38,10.742,481.0,961.0,8.38
255,44.05261,17.45045,481.0,961.0,8.35,21.0,481.0,961.0,8.35
256,43.71736,17.23237,481.0,961.0,9.77,20.09448,481.0,961.0,9.77
257,43.3468,17.7848,481.0,961.0,8.15,15.435,481.0,961.0,8.15
258,44.04466,17.45082,480.0,840.0,31.57,197.487,480.0,840.0,31.57
259,43.338239,17.810566,481.0,961.0,9.89,36.854,481.0,961.0,9.89
260,43.36068,17.32345,481.0,961.0,9.3,47.25,481.0,961.0,9.3
261,43.46942,17.32524,480.0,840.0,16.44,81.665,480.0,840.0,16.44
262,43.2577,18.1118,481.0,961.0,16.3,254.1,481.0,961.0,16.3
263,43.22587009,17.69327508,481.0,961.0,14.06,63.649,481.0,961.0,14.06
264,43.71763,17.22673,481.0,961.0,13.07,25.24725,481.0,961.0,13.07
265,43.34398,17.79799,481.0,961.0,9.38,86.52,481.0,961.0,9.38
266,43.08289,17.95831,481.0,961.0,10.96,103.45125,481.0,961.0,10.96
267,43.804,16.99476,481.0,961.0,8.41,20.16,481.0,961.0,8.41
268,43.32738,17.82022,481.0,961.0,13.36,32.076,481.0,961.0,13.36
269,43.25737,18.11082,481.0,961.0,20.5,81.299,481.0,961.0,20.5
270,43.39652565,17.5696173,481.0,961.0,8.93,42.84,481.0,961.0,8.93
271,43.38079869747162,17.59564518928528,481.0,961.0,7.9,10.92,481.0,961.0,7.9
272,43.37814726,17.55343816,481.0,961.0,10.0,12.5,481.0,961.0,10.0
273,43.24393,18.13937,481.0,961.0,9.43,12.636,481.0,961.0,9.43
274,43.2657,18.1172,481.0,961.0,9.4,12.778,481.0,961.0,9.4
275,43.35043,17.80132,481.0,961.0,7.92,11.55,481.0,961.0,7.92
276,43.11415665,17.71312219,481.0,961.0,15.0,19.911,481.0,961.0,15.0
277,43.34346771204024,17.80360758304596,481.0,961.0,8.26,21.0,481.0,961.0,8.26
278,43.47489534988965,17.328891951474695,481.0,961.0,9.08,78.75,481.0,961.0,9.08
279,43.82164215,17.00832509,481.0,961.0,8.73,12.0603,481.0,961.0,8.73
280,43.10746,17.70177,480.0,900.0,22.54,121.641,480.0,900.0,22.54
281,42.9251037,17.62225333,480.0,900.0,29.66,195.772,480.0,900.0,29.66
282,43.70199188472289,17.21091497558703,481.0,961.0,8.13,4.3092,481.0,961.0,8.13
283,43.28187,17.83479,480.0,840.0,15.0,17.421,480.0,840.0,15.0
284,43.586910367012,17.298542261123,481.0,961.0,11.92,33.29655,481.0,961.0,11.92
285,44.05482462,17.44957369,480.0,900.0,14.56,34.414,480.0,900.0,14.56
286,42.71105,18.34056,480.0,840.0,12.36,25.739,480.0,840.0,12.36
287,43.1358,17.82766,481.0,961.0,9.78,12.93831,481.0,961.0,9.78
288,43.35046,17.79582,481.0,961.0,10.31,2.29845,481.0,961.0,10.31
289,43.11971,17.74075,481.0,961.0,13.2,46.70295,481.0,961.0,13.2
290,43.37824092,17.56334723,481.0,961.0,10.18,17.22042,481.0,961.0,10.18
291,43.47044321,17.33773203,481.0,961.0,9.06,2.748,481.0,961.0,9.06
292,43.9845416,17.27298181,481.0,961.0,11.13,31.3,481.0,961.0,11.13
293,43.35020399,17.79493519,481.0,961.0,8.79,18.806,481.0,961.0,8.79
294,43.37916,17.60656,481.0,961.0,9.73,45.8472,481.0,961.0,9.73
295,43.1568758,17.91103418,481.0,961.0,8.66,43.953,481.0,961.0,8.66
296,43.34425513,17.8136708,481.0,961.0,8.37,15.044,481.0,961.0,8.37
297,44.05475049,17.44977762,480.0,840.0,20.58,133.04,480.0,840.0,20.58
298,42.70812,18.34709,481.0,961.0,20.0,9.014,481.0,961.0,20.0
299,43.37776,17.55557,481.0,961.0,9.86,50.748,481.0,961.0,9.86
300,43.34942,17.79687,480.0,900.0,20.37,39.124,480.0,900.0,20.37
301,43.34601,17.80105,480.0,900.0,25.04,77.069,480.0,900.0,25.04
302,43.3444,17.81322,480.0,900.0,15.0,6.157,480.0,900.0,15.0
303,43.19769,17.5463,480.0,900.0,11.83,23.997,480.0,900.0,11.83
304,43.382311,17.592223,480.0,900.0,18.38,51.41,480.0,900.0,18.38
305,43.11036,17.70165,480.0,900.0,10.48,12.978,480.0,900.0,10.48
306,43.37047,17.41708,480.0,900.0,11.0,1.121,480.0,900.0,11.0
307,43.47037,17.33143,480.0,900.0,9.68,9.16755,480.0,900.0,9.68
308,43.82201,16.99546,480.0,900.0,16.98,49.892,480.0,900.0,16.98
309,43.46470189,17.31043644,481.0,961.0,10.64,25.334,481.0,961.0,10.64
310,43.34244532,17.42992216,481.0,961.0,8.78,10.97523,481.0,961.0,8.78
311,43.82173,16.9971,480.0,840.0,28.7,206.615,480.0,840.0,28.7
312,43.47582956,17.32276225,481.0,961.0,10.39,20.27739,481.0,961.0,10.39
313,43.189403,17.679732,481.0,961.0,9.09,5.355,481.0,961.0,9.09
314,43.99059,17.27981,480.0,840.0,15.0,19.046,480.0,840.0,15.0
315,43.38594,17.59217,480.0,840.0,12.7,60.229,480.0,840.0,12.7
316,43.11035251,17.70323897,480.0,840.0,23.09,122.772,480.0,840.0,23.09
317,43.34455,17.80581,480.0,840.0,7.79,2.268,480.0,840.0,7.79
318,43.33748,17.80009,480.0,840.0,13.0,14.399,480.0,840.0,13.0
319,43.33583,17.80148,480.0,840.0,15.99,48.938,480.0,840.0,15.99
320,43.33777,17.80771,480.0,840.0,8.82,32.054,480.0,840.0,8.82
321,43.3503,17.80166,480.0,840.0,43.42,510.983,480.0,840.0,43.42
322,43.19572942,17.67561221,480.0,840.0,20.31,133.882,480.0,840.0,20.31
323,42.92648,17.61521,480.0,840.0,22.12,141.176,480.0,840.0,22.12
324,43.71695937,17.23264032,481.0,961.0,9.12,20.065626,481.0,961.0,9.12
325,43.34668,17.8017,480.0,840.0,11.75,19.780425,480.0,840.0,11.75
326,43.3505,17.79755,480.0,840.0,8.81,10.3845,480.0,840.0,8.81
327,43.34129,17.80184,480.0,840.0,16.89,86.076,480.0,840.0,16.89
328,43.34646,17.79313,480.0,840.0,14.5,48.2051535,480.0,840.0,14.5
329,43.25176,17.83719,480.0,840.0,14.91,33.1632,480.0,840.0,14.91
330,43.35379,17.79422,480.0,840.0,13.63,311.472,480.0,840.0,13.63
331,43.2930298,17.76163602,481.0,961.0,7.86,10.5,481.0,961.0,7.86
332,43.82444,16.99955,481.0,961.0,8.72,11.172,481.0,961.0,8.72
333,43.57045516,17.2857266,481.0,961.0,8.1,3.213,481.0,961.0,8.1
334,43.34914,17.79765,480.0,840.0,10.8,17.39808,480.0,840.0,10.8
335,43.35282,17.79307,481.0,961.0,19.83,54.895,481.0,961.0,19.83
